83,63,56,52,35,82,28,14,2,24,32,15,98,96,66,34,8,30,25,5,34,2,96,46,54,74,38,78,70,27,28,87,8,53,67,27,30,6,6,98,8,68,49,76,22,49,95,71,69,44
35,13,29,32,8,77,5,70,39,55,58,50,37,72,34,27,72,1,8,32,23,37,74,46,14,16,79,6,37,21,59,9,92,31,6,63,44,17,76,43,34,85,39,60,21,39,26,93,25,11
7,73,79,47,40,21,25,98,41,67,71,12,24,21,57,72,1,86,18,50,37,32,86,3,42,30,79,42,48,43,89,13,5,29,60,64,56,0,66,100,1,72,98,38,72,77,71,30,35,68
94,1,44,95,92,13,32,71,43,23,73,37,64,9,50,47,67,69,99,15,71,34,76,14,13,3,89,46,74,9,25,95,29,22,94,100,7,2,43,50,82,87,12,86,58,55,85,9,26,66
2,99,13,80,63,59,82,4,96,12,55,14,40,76,30,19,95,95,1,23,10,35,43,72,71,85,86,41,46,80,80,49,90,92,89,97,98,71,43,58,42,63,19,2,64,17,97,72,62,37
98,63,56,2,46,61,83,8,47,30,59,15,79,31,42,99,49,69,30,48,49,93,97,70,4,16,39,32,53,1,31,78,80,64,14,3,22,74,17,51,92,28,83,70,11,15,61,48,64,33
63,94,11,40,43,73,67,84,82,84,11,63,46,88,66,70,8,51,83,20,83,63,13,90,58,48,95,40,99,34,72,5,0,57,13,25,52,28,26,34,80,58,53,60,20,19,53,86,69,38
85,53,58,73,44,37,73,9,7,59,42,72,71,98,58,26,0,45,68,43,19,28,14,12,79,71,21,56,61,77,85,99,45,43,38,57,62,100,28,97,92,24,46,27,40,33,60,31,25,23
36,5,73,83,26,42,13,11,33,73,47,20,71,16,81,89,22,55,46,77,28,49,6,53,35,3,31,99,43,35,53,20,44,75,23,36,28,24,6,12,81,33,60,46,20,72,29,72,40,0
97,38,28,25,49,54,20,32,73,30,86,18,24,8,28,53,21,81,62,46,83,83,70,60,4,62,21,18,85,18,34,6,75,27,46,71,10,21,31,90,98,85,86,51,61,72,96,58,5,96
9,100,48,66,9,11,87,13,33,92,24,87,19,6,13,7,80,55,81,82,21,25,99,55,98,17,10,44,95,62,67,44,66,83,33,86,43,30,71,6,13,37,83,41,18,16,82,37,30,41
17,30,63,23,83,98,62,0,71,75,45,91,55,16,74,95,49,72,60,56,100,94,73,30,17,77,55,6,99,29,24,39,61,10,90,52,43,58,68,100,15,41,70,86,72,29,71,48,43,70
47,9,24,32,70,15,0,61,44,82,80,78,66,50,97,22,42,11,55,36,61,42,100,82,4,25,57,42,43,24,8,59,96,83,93,75,82,40,66,14,51,56,8,65,55,91,38,55,5,0
63,77,75,88,85,38,25,87,55,30,74,34,15,2,93,78,0,52,95,49,30,86,92,46,79,11,27,12,74,70,85,54,73,67,83,40,41,56,86,95,24,15,81,62,71,63,83,19,82,58
28,85,49,50,53,37,71,57,35,9,51,38,4,82,40,14,34,30,1,15,83,46,22,62,55,91,35,47,73,51,54,7,2,1,71,79,53,73,70,86,28,7,88,50,1,69,40,29,50,3
28,36,91,100,87,86,93,36,21,46,22,64,90,39,3,58,20,69,30,12,40,39,48,85,19,20,42,74,24,68,92,3,41,43,86,25,51,47,68,82,35,87,76,27,39,94,84,15,28,17
6,95,66,78,93,95,1,27,38,37,62,85,72,19,56,68,90,50,93,23,58,36,15,72,90,44,70,24,51,15,36,80,55,9,58,49,6,47,57,45,68,68,32,75,86,18,55,25,67,31
17,82,21,61,8,24,48,0,48,23,92,53,2,6,87,93,3,68,77,23,79,84,50,6,46,64,28,88,76,97,65,81,52,31,14,43,6,78,93,43,99,68,28,87,23,39,89,67,98,43
17,25,93,99,64,96,78,78,54,72,37,27,90,75,69,2,32,36,47,93,47,92,65,76,37,2,78,48,12,36,88,44,31,27,67,87,4,17,90,92,68,3,61,12,6,51,69,83,6,39
11,66,54,97,83,27,50,40,20,0,43,4,18,81,16,67,37,56,12,26,14,76,88,87,47,32,64,87,94,19,5,50,75,35,16,63,8,94,24,2,58,25,21,20,7,10,33,15,49,53
82,97,34,23,65,58,88,38,17,92,47,90,62,25,32,80,53,52,33,26,3,31,1,10,22,51,58,53,60,51,15,55,8,94,91,4,97,94,96,42,7,54,43,27,69,43,96,93,22,0
71,70,86,86,47,83,45,55,83,53,46,4,61,68,93,5,34,23,26,95,72,52,96,89,16,69,30,76,78,80,57,36,49,53,61,20,89,19,91,53,77,85,47,30,87,11,12,96,3,78
5,53,88,46,40,14,86,59,51,84,43,79,25,11,5,21,5,56,2,12,2,73,72,67,84,69,64,60,6,65,26,23,11,77,77,52,39,87,70,34,49,21,45,22,17,66,63,69,15,40
48,60,62,52,32,5,67,66,81,1,59,18,76,50,23,19,9,43,65,55,53,96,75,78,64,0,59,15,84,19,10,36,90,72,79,58,21,51,92,57,52,12,4,28,34,20,4,27,36,51
32,12,19,79,25,7,41,65,77,62,50,87,83,61,48,88,23,10,57,4,2,29,55,13,94,10,91,13,7,27,16,46,25,18,79,44,28,84,15,54,34,54,13,52,42,48,3,24,77,72
94,3,0,15,12,83,72,100,47,83,33,82,57,29,61,1,55,85,81,10,25,60,86,49,26,22,79,94,20,30,81,75,31,58,42,76,21,59,25,31,75,19,42,64,85,7,49,17,74,39
23,90,32,81,89,46,42,78,14,8,52,62,61,42,49,27,69,3,71,2,48,87,33,87,75,92,65,13,5,85,3,29,27,60,34,9,63,8,20,36,86,91,65,92,59,92,19,46,15,79
20,87,88,100,20,44,11,6,70,93,68,16,66,4,31,58,0,92,13,62,34,21,20,19,11,64,79,58,100,38,71,2,20,63,86,81,4,54,72,96,94,53,26,44,62,47,64,26,40,48
10,22,66,42,90,81,12,45,39,59,29,46,53,22,63,1,60,81,20,5,6,17,10,3,20,36,58,88,73,45,78,52,61,63,95,59,73,20,76,63,54,70,50,18,63,64,90,97,100,79
19,62,34,100,95,1,17,8,48,55,44,100,12,60,97,99,86,61,48,54,35,53,57,58,2,50,21,31,45,87,80,58,11,26,76,91,26,82,48,66,43,7,0,85,3,57,89,74,24,66
25,13,60,16,72,18,99,84,11,99,47,25,67,14,43,39,75,24,99,27,91,49,68,21,73,42,78,99,81,4,31,71,31,66,74,90,53,62,21,45,82,15,33,59,29,16,22,14,82,16
71,68,27,18,35,54,17,85,10,99,7,3,17,19,16,50,3,76,47,70,99,48,47,20,25,41,24,96,3,47,70,79,28,88,30,98,35,70,25,93,35,94,97,96,65,76,27,46,86,82
50,48,54,8,65,88,15,57,74,17,75,46,86,46,13,81,83,53,71,70,36,89,87,39,79,91,47,31,35,56,89,31,24,42,12,58,98,30,8,29,62,46,4,4,62,27,71,30,6,14
96,58,9,67,16,62,24,34,91,23,63,34,39,87,57,97,17,46,90,98,57,99,26,18,79,39,54,92,42,57,75,99,89,86,64,67,7,81,94,15,82,53,50,62,55,86,60,71,11,96
35,90,81,44,81,53,87,42,68,24,46,52,64,87,88,53,91,72,25,79,38,50,99,58,78,1,66,72,58,60,51,23,58,77,73,91,75,18,83,81,12,12,62,43,68,63,94,15,29,41
13,31,78,60,82,6,12,36,96,13,48,4,94,30,100,78,63,85,33,77,50,36,0,30,79,52,64,96,71,79,3,48,53,26,56,21,30,93,86,13,0,70,30,28,87,85,80,82,55,7
50,98,39,33,21,42,57,4,82,74,33,100,58,20,31,45,84,47,62,55,79,44,26,62,51,95,93,81,43,80,93,21,21,4,33,80,19,88,50,55,59,47,53,82,49,16,65,3,34,37
73,77,90,34,79,21,96,36,23,78,63,54,78,56,6,36,3,49,30,40,65,100,47,38,91,15,52,69,14,35,19,59,85,14,28,58,47,93,18,19,99,63,57,19,95,32,92,94,95,47
86,12,92,70,70,94,28,38,41,66,35,92,49,24,95,68,12,53,7,36,13,67,46,16,59,64,39,4,49,50,46,58,53,17,26,26,27,69,53,17,89,81,33,94,78,92,37,75,38,65
87,58,67,4,14,36,27,68,60,98,56,28,21,81,59,90,90,80,81,90,7,47,5,84,18,100,14,75,57,37,53,52,37,32,4,66,39,66,43,36,43,43,94,54,64,19,22,27,37,80
69,50,28,66,3,1,7,50,22,72,50,43,100,61,52,3,84,25,71,42,24,51,61,84,32,38,21,79,26,88,39,81,34,10,5,45,44,49,62,28,1,72,83,88,23,89,11,33,17,61
23,29,92,2,61,54,72,0,9,87,6,31,62,89,13,41,49,93,60,3,24,50,53,32,60,55,32,46,59,47,6,11,21,96,57,97,1,26,19,3,94,84,89,22,94,64,68,88,54,22
28,50,62,39,59,49,2,16,53,85,95,35,4,23,70,63,100,89,98,3,82,75,85,51,98,52,33,28,47,86,14,7,55,11,36,19,35,22,6,5,90,4,28,13,97,16,22,91,28,49
45,87,55,55,21,79,19,44,18,26,95,53,16,97,1,33,78,1,50,8,52,99,6,75,98,31,82,85,12,36,3,83,89,67,20,89,59,73,9,56,87,84,43,39,1,77,76,68,3,39
72,86,6,15,53,21,94,84,78,5,9,18,38,49,31,15,33,53,94,31,62,92,69,38,26,59,35,89,78,74,26,76,47,77,9,9,63,81,5,25,54,42,72,7,2,80,58,63,24,93
28,98,14,94,41,64,19,64,87,94,58,21,1,8,17,35,57,43,29,29,49,9,48,48,44,79,20,97,48,55,39,56,28,64,31,36,54,2,93,41,91,83,22,5,72,75,9,69,39,96
99,10,81,37,26,11,90,39,26,81,78,96,38,1,27,34,81,68,47,45,21,98,37,61,57,21,98,90,90,62,36,26,12,86,70,52,56,37,5,92,60,36,63,45,71,24,97,64,59,72
39,0,32,70,95,92,33,55,62,3,87,14,53,3,75,45,96,78,1,30,35,58,56,13,90,45,9,12,96,77,62,45,43,45,75,53,79,13,57,51,31,83,56,99,42,44,58,47,96,75
22,21,79,30,83,39,93,19,16,14,50,86,69,54,67,20,38,58,18,91,60,19,22,5,64,68,42,63,99,26,12,4,68,37,74,32,89,57,42,23,29,75,83,78,92,26,25,58,35,83
28,86,41,11,87,97,64,54,46,19,17,47,67,44,33,75,96,96,43,90,85,74,37,11,67,91,3,83,48,98,56,34,62,40,26,32,68,57,29,27,67,12,16,7,42,24,18,27,13,38
62,11,65,36,4,53,9,41,52,97,54,73,75,34,97,0,74,76,26,31,10,33,7,20,15,87,78,53,97,76,100,72,100,8,74,27,91,0,65,13,87,46,22,57,18,70,98,40,78,3
100,98,8,83,63,45,38,15,48,38,26,47,76,13,89,27,84,54,45,88,37,59,75,34,86,16,2,86,88,90,42,96,26,22,76,43,5,50,24,45,22,29,54,39,14,9,0,89,11,76
54,49,77,89,90,60,28,99,32,48,75,89,30,75,63,66,90,29,39,51,54,90,63,94,67,92,99,69,43,52,98,95,51,90,60,65,92,19,73,17,60,83,32,21,17,34,5,71,82,53
97,51,79,79,36,14,91,31,60,10,78,12,99,65,100,45,0,39,71,75,67,85,7,20,54,39,66,68,76,51,45,47,21,53,42,60,83,99,57,91,89,30,86,23,42,16,83,73,59,37
33,92,73,85,58,18,22,34,47,97,3,81,64,58,58,53,18,96,76,28,55,43,19,82,78,97,31,99,49,53,10,82,38,36,65,61,0,90,84,35,51,42,30,36,4,37,63,9,54,40
62,30,53,63,16,53,18,15,91,44,97,86,86,47,51,11,14,31,73,58,82,7,66,90,89,73,90,92,85,18,77,67,63,67,36,90,59,68,83,100,95,24,46,68,34,2,80,56,64,37
77,71,41,61,42,43,41,92,25,12,16,94,38,81,31,75,19,3,83,80,73,41,97,33,27,71,40,0,90,62,18,46,44,57,18,4,63,17,48,56,56,6,95,83,80,71,66,58,49,64
90,28,20,60,26,91,6,6,18,33,27,38,79,34,49,45,66,7,79,76,71,15,44,41,20,97,39,52,80,3,91,27,44,92,44,49,77,51,40,4,1,49,71,14,1,44,65,77,68,56
47,18,46,49,20,33,71,48,42,39,29,7,39,73,60,79,68,53,4,81,20,99,84,33,63,39,25,51,12,28,63,67,67,32,59,48,13,27,86,62,48,19,62,55,6,46,50,99,4,33
47,46,83,48,74,90,72,56,11,39,85,74,58,89,45,56,20,17,2,47,33,85,26,46,25,2,74,1,23,12,97,48,46,47,52,82,4,53,12,79,15,55,12,62,87,15,76,82,98,14
1,26,71,29,28,16,39,99,91,69,96,43,63,6,81,26,13,84,13,48,20,66,77,65,27,63,75,70,20,93,97,49,47,31,68,50,78,18,65,9,16,61,31,1,86,36,46,62,89,63
82,9,64,44,94,67,18,77,28,0,62,49,5,76,68,71,21,21,84,87,52,9,55,88,98,84,42,71,80,86,68,92,7,11,25,2,99,2,52,28,84,48,25,62,49,31,87,51,31,14
12,47,7,23,79,65,76,51,36,49,58,75,29,6,99,53,6,41,0,83,95,52,5,74,59,73,98,27,50,41,40,1,53,51,10,0,60,20,85,79,39,84,76,87,81,17,73,74,76,76
35,26,89,56,26,4,62,4,45,71,33,94,51,41,93,74,42,0,95,27,1,49,43,67,98,44,35,66,5,94,66,1,25,95,3,6,35,64,90,24,54,67,66,51,56,42,73,70,97,68
76,47,18,25,45,92,28,58,78,79,27,9,76,90,19,51,76,50,72,15,46,75,18,32,83,61,91,61,74,40,63,36,61,21,83,71,93,41,68,56,59,59,15,14,15,50,32,34,28,94
21,96,4,63,25,39,58,39,51,99,100,41,99,77,8,38,17,96,72,39,66,84,64,55,86,82,92,82,29,22,83,58,14,31,40,48,22,37,78,0,71,97,61,96,54,57,39,79,6,10
10,87,6,87,21,62,85,76,23,97,6,40,90,42,63,96,55,43,48,60,100,71,28,48,86,26,93,77,88,99,15,70,42,39,63,93,55,22,13,3,23,52,43,90,43,6,10,12,34,33
97,54,25,91,15,47,77,10,69,61,83,85,75,97,44,16,98,46,25,24,30,19,2,74,95,57,94,23,81,72,47,88,30,58,52,97,82,30,95,71,93,84,56,100,17,10,33,24,34,34
82,14,88,3,4,32,28,81,32,26,32,2,56,4,69,92,89,7,47,51,11,91,71,69,99,14,68,97,95,71,9,17,40,90,94,67,20,15,40,10,24,42,22,49,45,21,3,4,92,45
37,68,55,56,96,56,81,96,41,97,69,69,56,89,20,5,86,83,89,98,5,8,49,100,71,62,80,53,92,82,83,58,14,30,10,54,84,3,40,33,56,93,61,22,86,63,73,35,34,33
51,10,6,60,7,92,38,16,76,42,0,15,86,61,65,1,45,86,18,54,9,77,17,43,28,27,26,34,20,10,34,11,71,19,14,8,27,94,42,12,47,12,71,75,48,5,62,67,59,81
3,39,91,48,8,68,34,91,0,40,47,85,33,1,15,20,55,16,41,88,97,98,52,19,26,63,70,38,99,74,29,34,16,43,27,100,61,15,10,14,74,19,90,91,77,77,4,15,31,2
45,13,24,85,4,80,72,20,43,19,18,89,61,82,78,52,66,67,77,59,69,8,70,48,20,7,80,44,85,84,94,58,34,73,18,79,70,28,56,94,45,4,63,35,5,27,82,11,48,32
40,33,59,12,20,83,90,34,90,35,1,23,54,92,68,94,30,15,9,66,83,23,85,45,10,48,0,91,64,65,10,17,76,43,13,91,92,28,27,0,6,80,14,72,79,51,1,42,100,38
23,66,76,69,39,93,83,98,48,44,50,75,15,62,61,0,17,69,69,68,32,52,21,34,32,70,77,39,82,19,66,40,82,11,96,6,88,8,66,52,6,89,33,57,69,21,5,46,11,50
0,60,21,92,93,84,1,92,2,15,38,66,55,100,43,23,36,3,94,41,37,7,35,0,50,41,81,51,30,27,53,63,30,55,66,1,30,5,61,51,69,25,49,26,2,80,34,98,55,75
62,11,30,8,18,0,91,46,13,18,97,16,61,73,64,89,51,37,51,95,75,96,35,16,34,64,96,40,63,4,10,97,77,21,31,70,67,89,83,94,67,27,25,2,38,99,98,57,64,42
43,75,93,30,62,31,55,36,10,97,3,20,4,17,45,72,58,46,46,45,41,62,100,72,76,26,34,4,23,56,87,27,11,98,40,0,27,75,38,28,95,55,74,50,35,63,88,23,13,2
84,35,53,85,75,33,83,20,39,59,92,65,88,22,59,60,84,66,79,89,56,47,52,55,4,66,50,47,10,60,29,78,89,17,67,89,91,7,13,80,31,37,45,25,31,46,10,14,10,20
3,51,15,57,20,29,41,11,10,79,91,28,45,86,45,53,37,50,90,8,3,96,72,25,94,45,6,66,58,65,28,19,97,61,8,82,100,64,99,27,6,1,4,13,28,56,79,14,1,66
80,35,12,35,28,61,62,55,92,85,73,41,73,66,62,95,32,7,38,66,48,36,74,86,10,85,47,51,65,98,2,97,96,56,78,39,76,50,89,8,92,59,19,71,29,10,34,95,71,3
5,60,6,18,66,0,38,67,77,33,82,98,67,62,7,59,78,44,66,67,39,21,18,80,71,41,34,79,48,52,16,5,87,0,17,100,19,71,53,74,60,48,26,90,78,70,95,59,29,17
18,8,33,69,69,43,22,59,56,84,81,60,31,66,14,59,8,64,74,22,50,48,37,78,69,18,50,30,2,73,100,71,73,8,30,64,12,46,79,47,80,93,61,53,18,41,12,83,28,90
3,39,89,78,55,28,64,54,15,90,84,14,89,17,35,9,75,23,3,100,58,33,75,28,78,39,11,19,36,24,70,46,8,39,29,66,100,73,27,53,58,32,54,79,39,82,77,11,73,98
84,20,82,70,96,12,11,81,4,52,15,5,8,81,44,67,78,62,92,4,47,5,75,62,44,63,76,15,41,99,85,73,0,93,47,1,16,79,24,71,80,41,8,38,79,50,9,60,30,24
86,73,43,28,100,91,5,41,57,56,24,9,88,12,43,45,50,75,57,12,2,84,49,95,91,68,94,72,20,62,91,14,47,34,27,73,30,59,57,92,38,42,54,64,72,51,57,27,76,17
15,36,70,95,2,0,1,50,27,35,19,73,96,40,86,23,99,100,79,38,1,64,15,88,64,47,64,10,41,27,33,79,64,64,19,34,53,78,91,43,45,54,77,44,12,49,20,35,56,16
0,44,65,29,100,91,20,14,1,62,34,87,24,60,19,16,12,27,58,82,56,90,34,29,33,73,0,44,20,79,29,3,85,91,92,29,66,37,60,1,25,7,31,53,88,1,59,27,22,35
76,45,3,20,23,82,80,15,79,59,36,16,83,87,46,19,63,28,47,18,100,28,36,32,35,95,4,25,9,31,2,51,79,84,27,90,94,81,10,80,84,22,17,63,86,36,30,65,37,27
85,2,89,61,63,62,98,98,98,50,85,46,94,19,19,69,83,80,76,98,22,68,1,0,55,25,60,91,64,48,0,32,100,0,39,51,56,86,10,54,15,55,52,89,52,1,27,16,33,15
